 -3516, -4656, 17532,26.37, -1805,  2180, -1004
 -1540, -6560, 16944,26.32,  -710,   542, -1092
 -3888, -4772, 17712,26.41, -1260,  1926, -1431
 -3612, -8360, 20664,26.27, -1254,   871, -1587
 -5880, -5192, 14312,26.37, -1022,  1429, -1920
 -4160, -5948, 14900,26.37, -1189,   477, -2143
 -3596, -7088, 18816,26.37, -2790, -1818, -2368
 -7256, -3916, 11572,26.37,  -697,  7387, -1717
 -9356, -6904, 14964,26.27, -2282,  2892, -2280
 -5480, -6192, 16380,26.37, -1843,   570, -2034
 -4580, -6080, 15000,26.32,  -338,  -663, -2012
 -2832, -7132, 16768,26.32,   298, -1743, -1896
 -4828, -4628, 16896,26.22, -1175,   482, -2032
 -4064, -4476, 17420,26.32, -1079,   118, -1793
 -3832, -4564, 19408,26.37, -1730,  1278, -1653
 -2028, -4712, 19108,26.32,  -204,   834, -1334
 -2380, -6088, 17868,26.27,  -603,  -577, -1233
 -3336, -4468, 18672,26.27, -1125,  1172, -1081
   740, -5580, 16848,26.27,    34,  -478,  -447
   400, -5096, 18376,26.32,   466,  -529,  -415
   700, -4108, 16840,26.32,  -357,   311,  -149
 -1068, -5304, 17716,26.27, -2216,  2016,  -209
  -620, -3136, 18368,26.27,  -846,   891,   -77
  -324, -4684, 20756,26.27,   143,  -925,    28
 -1728, -3752, 16884,26.22, -1437,  1856,   137
  -980, -4396, 16744,26.22,  -856,   232,   165
  -672, -5492, 15828,26.32, -1696,  1291,   507
  1892, -4964, 15584,26.13,  -530,  -387,   791
  3776, -3896, 19976,26.32,  -376, -1155,  1077
  4096, -4176, 20572,26.32,   -59, -1333,  1130
  2164, -6744, 16436,26.32,   470, -2400,   969
  3280, -3512, 18644,26.22,   120, -1779,  1244
  4068, -3524, 18560,26.32,  -691,  -648,  1496
  2584, -6188, 15912,26.32, -1141,   200,  1363
   668, -3980, 13580,26.41, -2203,  1379,  1339
  3492, -4652, 19900,26.37, -1161,  -480,  1413
  3012, -6644, 18800,26.27, -1327,  -139,  1383
   624, -4436, 15236,26.22,  -672,  -698,   933
   -84, -6708, 18240,26.32, -1177,   768,   729
  2068, -5584, 18072,26.27, -1935,   548,   613
  2108, -5236, 18440,26.27,  -636,  -330,   498
  1312, -3996, 20032,26.27,  -579,  -967,   -95
  -616, -5144, 20340,26.32, -1117,  1377,   -53
 -2608, -5756, 18892,26.18, -1732,  2175,  -314
 -4084, -6428, 18960,26.18,  -796,   140,  -969
 -4084, -7048, 17060,26.27,  -748,   833, -1229
 -4852, -4864, 14256,26.27, -1280,  1390, -1550
 -3924, -7152, 15440,26.27, -1118,   375, -1647
 -3172, -7088, 19452,26.27,  -730, -1094, -1712
 -4404, -4080, 16424,26.27,  -674,   820, -1537
 -4620, -6228, 19788,26.22, -2304,  1757, -1681
 -5572, -3864, 17388,26.22, -3437,  4210, -1543
 -3712, -3992, 16512,26.22,  -825,    59, -1736
 -2408, -4180, 20348,26.22,    58,   263, -1606
 -5468, -4516, 17220,26.27,  -360,  1052, -1896
 -4392, -5512, 17440,26.18,  -433,   536, -1845
 -4520, -4992, 15504,26.27, -1066,  1240, -1775
 -3320, -4476, 16672,26.22, -1234,  -761, -1684
 -2376, -6476, 18260,26.32,  -321,  -719, -1484
 -4592, -4020, 15968,26.13,  -285,  1025, -1317
 -5708, -5712, 19576,26.18, -1584,   864, -1460
 -2188, -3776, 17276,26.18, -1884,  2399, -1170
  -928, -3124, 23252,26.18,  -816,   406,  -694
  -724, -5664, 15668,26.22,    73,  -616,  -670
  -680, -3700, 14132,26.27, -1810,   -19,  -527
  5668, -2840, 24224,26.08,  -309,  -307,    65
  2968, -3400, 20348,26.22,  1809, -2826,    12
   872, -1396, 18884,26.18, -1202,  2052,    28
 -2044, -4680, 13980,26.08, -1930,  2668,  -193
  1612, -2976, 20212,26.22,   -99, -1522,  -146
  4044, -1208, 22716,26.22, -1671,  1300,   189
  -416, -2296, 16676,26.18, -2631,  3482,    55
 -1152, -4624, 15132,26.18,  -805,  1310,  -226
 -4728, -3620, 12748,26.22, -2426,  3762,   -41
   652, -4932, 15700,26.13, -1440,   317,  -327
   212, -3980, 20628,26.22,  -649, -1148,  -319
  -520, -7096, 14416,26.18,  -849,   746,  -498
 -4200, -6828,  9860,26.18, -3216,  4411,   128
   584, -2964, 17580,26.18,  -539, -1158,  -328
   508, -4160, 18380,26.22,   618, -1891,  -254
  1016, -4336, 19480,26.32,  -711,  -164,  -232
 -1048, -6196, 14916,26.27, -1594,  1739,  -407
  1664, -5608, 18676,26.18, -1755,  -196,   -58
 -1400, -4632, 17136,26.18,  -638,  -503,  -180
  2432, -3900, 24480,26.18,   857, -2223,   -69
  -480, -4808, 18108,26.22,   413,  -729,  -232
 -1080, -4356, 18600,26.22,  -558,  1087,  -133
  1068, -4112, 18684,26.27,   419, -1711,  -243
  -348, -4204, 16744,26.18, -2463,  2697,   -58
  2640, -3600, 21560,26.32,   191,  -974,  -140
 -1184, -5204, 15912,26.22,  -940,   975,  -286
  -892, -4424, 14740,26.27, -2800,  3688,   -96
 -1424, -5544, 16832,26.22, -1001,   241,  -370
  -976, -5124, 19328,26.27, -1624,  1573,  -266
 -3652, -5088, 13212,26.22, -1737,   854,  -502
 -2836, -2832, 16228,26.18, -2355,  2684,  -492
  2192, -4340, 21756,26.18,   412, -1613,  -199
  3856, -4508, 22252,26.32,  -742, -1097,  -290
  2136, -3128, 20000,26.22,  -669,   967,  -329
 -3540, -4804, 15940,26.27, -1445,   604,  -779
 -1748, -5232, 14776,26.18,  -955,  1110,  -413
   536, -4328, 16632,26.27,  -484,  -445,  -410
 -2924, -5440, 14020,26.22, -2051,  2050,  -533
  2164, -4040, 17264,26.22,  -835,   527,  -503
 -2252, -4920, 12432,26.18, -1889,  2156,  -677
  1728, -4492, 16568,26.27,  -687,  -136,  -646
 -1092, -5708, 16520,26.27,  -674,   411,  -641
  -940, -2100, 17924,26.22,  -356,  -203,  -720
  -400, -4660, 15308,26.32,  -129,   194,  -722
  -728, -2124, 21372,26.27,  -920,   325,  -597
  1744, -6480, 22972,26.18,  -114, -1676,  -657
 -1900, -9276, 16880,26.22, -1798,  2078,  -657
 -2588, -4232, 16056,26.32,  -486,  -453,  -705
   -52, -3912, 16640,26.18,  -999,   312,  -545
   980, -4080, 18848,26.27,  -230,   361,  -247
  1400, -4776, 20712,26.27,  -451, -1128,  -426
   564, -6048, 21088,26.22,  -661,  -398,  -339
  -516, -4064, 15720,26.22,  -660,   843,  -339
 -2180, -3648, 14436,26.18, -1369,  1998,  -367
  1008, -4480, 16060,26.27,  -429,  -565,  -270
 -2272, -4964, 14352,26.22, -1512,  2415,  -208
 -2032, -3236, 15756,26.22, -1651,  1504,  -265
 -2112, -5268, 19344,26.22, -1079,   644,  -235
  -760, -4424, 16388,26.27,  -836,   618,  -230
 -1512, -5032, 17148,26.27, -1192,   155,  -326
  -464, -3812, 16364,26.18,  -851,    91,  -270
 -3296, -2708, 15848,26.22,  -755,   528,  -261
 -1356, -3924, 16112,26.27,  -673,   -55,  -225
  -720, -4860, 18156,26.27, -1377,  1540,  -169
   -92, -3444, 19148,26.18,  -824,   213,  -212
  -460, -4736, 16716,26.13,  -449,  -634,  -318
   400, -6972, 19892,26.27, -1325,  -670,    31
  -236, -8332, 16424,26.27,  -179, -1138,  -349
  -520, -5924, 17252,26.27,  -896,     1,  -232
   308, -6036, 22812,26.27, -1519,   469,   -81
  1400, -2340, 19680,26.32,   223,  -459,  -280
  -696, -4512, 15000,26.22,  -425,   782,  -327
   776, -6576, 19488,26.27,  -329,  -116,  -182
  1664, -7412, 20788,26.18,  -872, -1501,  -214
   700, -5252, 19012,26.27, -1479,   796,  -174
   796, -4956, 21096,26.22,  -961,   155,  -133
   100, -5272, 18128,26.27,   -66,    56,  -183
  3656, -7136, 21276,26.27,  1550, -3514,  -350
  2184, -7520, 19392,26.32,   307, -1913,  -224
  2212, -5696, 20312,26.32,   -28,  1722,   -44
   932, -4796, 15744,26.22,  -457,  -276,  -182
  -768, -7216, 19596,26.22,  -865,  -421,  -180
  -996, -6148, 16296,26.27, -1691,  1250,  -150
  -480, -7468, 15888,26.22,  -274,   362,  -171
 -1524, -4460, 16036,26.18, -1601,  2627,  -213
  -980, -8484, 17224,26.18, -1187,  -949,  -111
 -2692, -4424, 14864,26.27,  -768,  -592,  -333
 -2060, -3544, 18020,26.22,  -967,   419,  -152
 -2960, -4820, 15336,26.22,   -42,  -875,  -213
 -3132, -3372, 16752,26.18,  -473,   573,  -118
 -3716, -4920, 14512,26.27, -2447,  2535,   -58
  -568, -4884, 15996,26.22,   149,  -358,   -61
 -1996, -4408, 16212,26.32,  -688,    -2,   -60
 -2044, -4944, 17388,26.27,  -106,  -152,  -128
 -2576, -3572, 16284,26.22,  -730,   287,  -147
 -2340, -6096, 17788,26.27,  -925,   391,    33
 -1324, -5136, 18104,26.18,  -903,   173,   240
 -3284, -6608, 18940,26.32,  -461,  -479,   175
 -2752, -5904, 16044,26.18, -1050,    21,   288
 -1320, -6032, 19480,26.27, -1054,  -538,   400
  -520, -6512, 20760,26.27,  -689,  -684,   572
  1700, -5820, 20072,26.22,  -980,  -476,   704
   320, -4284, 18212,26.13, -1253,  -203,   787
   724, -7940, 14676,26.18,  -634, -1177,   902
  2508, -6024, 19092,26.22, -1612,   571,  1117
  -248, -6584, 17800,26.18,  -832,  -838,   909
  1360, -5220, 19016,26.27,  -254, -1493,  1079
  -116, -5440, 17240,26.13, -1374,   537,  1135
  4544, -6560, 23644,26.13,  1698, -3905,  1058
  3528, -6616, 16328,26.27,   360, -1427,  1143
  2428, -4812, 19888,26.13,  -995,    -7,  1034
  4364, -7348, 21724,26.18,   636, -3172,  1005
  1480, -5556, 19460,26.18,  -607,   -54,  1025
  -908, -4620, 14008,26.18, -1774,  2739,   803
  1360, -6256, 15296,26.22, -2622,  3259,   974
  1008, -7120, 14400,26.18,  -910, -1739,   612
   736, -3344, 20264,26.18,  -875,  -639,   791
 -1060, -6224, 16232,26.22,  -256,   501,  1009
 -2428, -6588, 15432,26.22, -1985,   554,   790
 -1392, -5560, 18092,26.18, -2258,  1333,   625
  1172, -4436, 14140,26.18,  -938,   587,   831
 -1304, -4844, 18204,26.13, -1182,   705,   801
   540, -5364, 19172,26.13, -1611,   -64,   863
 -2272, -5192, 14276,26.13, -1755,   941,   423
   340, -7224, 17080,26.18,     5, -1972,   742
 -1924, -5532, 15768,26.22, -1615,   242,   675
    52, -4112, 19860,26.18, -1460,   436,   793
   800, -5832, 17672,26.08,  -771,   -66,   744
   868, -4180, 16816,26.22,  -607,  -463,   814
  2288, -6788, 21676,26.18,  -556, -1459,   892
  -188, -5320, 18768,26.22,  -784, -1271,   841
  -624, -5540, 14532,26.08, -1104,  -667,   701
  2888, -6672, 18464,26.13,  -723, -1064,   974
  3396, -5928, 20744,26.18,   649, -2690,  1006
  2020, -4332, 16616,26.04,   191, -1525,   941
  2216, -4968, 16640,26.08,  -184, -1329,   992
  3424, -5436, 19420,26.08,  -621, -1264,  1111
  1068, -4148, 15272,26.08, -1179,   121,  1036
  2904, -4688, 18840,26.13,  -716,  -420,  1015
  1584, -5828, 17680,26.08,  -858,   378,   849
  1084, -6136, 17220,26.08, -1732,  1195,   765
   212, -5424, 16620,25.99, -1335,   399,   702
  -156, -5640, 17312,26.04,  -627,  -257,   658
   912, -5968, 20072,26.08, -1150,    48,   645
  1284, -4816, 17612,26.13,  -843,  -549,   697
 -1248, -6192, 15036,26.08,  -375,   417,   534
 -1596, -5916, 15692,26.08, -1325,  1666,   371
 -3008, -7188, 20144,26.08,  -494,   178,   362
 -1684, -6228, 14228,26.13, -1616,  1699,   458
  2696, -4748, 24512,26.13,  2162, -6187,   -30
  -372, -2868, 16848,25.99,   -74,  -181,   112
   792, -4864, 21184,26.08,    45, -1357,   140
 -1932, -2452, 16548,26.13,  -977,   707,    19
 -1004, -5228, 15784,26.18,  -644,  -123,    35
   948, -5912, 21632,26.04,   372, -2677,   -28
  2516, -3676, 19124,26.08,  1647, -4059,   167
 -1756, -3996, 16624,25.99, -2372,  2112,    54
 -2052, -2592, 17884,26.04, -1896,  1820,    -5
  -148, -3988, 18756,26.04,  -991,   642,    59
 -2148, -2900, 21384,26.08,  -843,  1170,   181
 -1152,  -128, 10964,26.04, -2884,   424,   290
 -2424, -5900, 19448,26.08,    68,    99,    12
  -140, -3208, 20716,25.94, -1277,  1154,   160
 -3104, -4700, 16280,26.08,  -870,   -21,   -58
 -4908, -4172, 12752,26.04,  -771,   371,   -16
 -4052, -3148, 20796,25.99, -1404,  1484,    -2
 -1560,  -604, 17596,26.04, -1618,  2148,    13
   364, -5028, 18352,26.08, -1431,  1524,   296
  2420, -4472, 21900,26.04,    50, -1190,   314
 -1056, -1668, 17116,26.08, -1780,  2262,   399
 -1616, -3832, 16192,26.08, -2017,  2364,   309
  -176, -3248, 19440,26.04,  -895,   792,   279
 -1556, -5064, 14572,26.18, -1437,   -90,   275
 -3872, -4628, 15164,26.13, -1024,  -439,     8
  1360, -4064, 17960,25.99,   312,  -890,   585
  -428, -3768, 18164,25.99, -2133,  2391,   455
  2924, -3152, 25220,26.13,   228, -1803,   578
  1600, -2132, 23508,26.18,  -324, -1273,   323
   216, -4664, 17884,26.04,  -463,  -983,   452
  -648, -4384, 19036,25.99, -1359,   176,   478
   724, -2932, 17680,26.04,   -81, -1338,   601
  1020, -4004, 20928,26.08,   723, -1151,   714
 -1220, -3980, 16564,26.13,  -859,  -167,   446
 -2000, -3032, 14096,26.04, -1402,  1619,   375
 -2404, -2392, 17032,26.04, -1657,  2250,   318
 -2180, -2524, 17104,26.08,  -668,   -64,   112
 -1212, -3540, 20912,26.04,  -780,   331,   260
 -1784, -2692, 18668,26.08,  -820,  -620,    73
 -1936, -2160, 18892,26.04,  -861,   130,   138
  -216, -2432, 19196,25.99,  -549,  -422,   174
 -1904, -2528, 17220,26.08, -1532,  1136,    64
 -2040, -3140, 18552,26.04, -1021,    68,    84
  -712, -4392, 16988,26.08,   -22,  -864,   356
 -1252, -3488, 16376,26.04,  -967,   360,   345
  -664, -2076, 18912,26.04, -2403,  3217,   297
  -232, -3520, 19768,26.08, -1155,   -73,   265
 -2528, -3604, 19444,26.04, -1615,  1180,   209
 -1720, -3712, 17080,26.13,  -502,  -682,   113
   312, -3060, 19736,26.08,  -897,   274,   365
 -2336, -5192, 15156,26.04, -1267,  1015,   291
  1340, -2560, 19036,25.99,  -437, -1164,   324
 -1668, -1772, 17448,26.08,  -324,  -547,   165
 -1096, -2400, 15176,25.99, -1369,  -256,   240
    72, -2756, 18648,26.13, -1993,  1867,   615
  2076, -2696, 20324,26.04,  -320, -1957,   472
  1392, -4312, 19068,26.08,  -536,  -727,   154
  -168, -3120, 18904,26.04,  -683,  -789,   396
  1336, -3492, 17260,26.13,  -914,   557,  1142
  2028, -2624, 18996,25.99,   -63,  -727,  1208
  3608, -3840, 21008,25.99,  -259, -1280,  1092
     4, -4124, 13356,26.04, -2022,  1328,  1231
 -1628, -2788, 15540,26.04,  -732,  1063,   850
