x,y,z
637,344,117
1910,980,563
-887,-289,-1379
1348,652,-289
-1023,-1824,723
980,1312,-578
707,555,-1000
1437,-398,-836
70,-2695,906
1867,3254,277
-828,2555,27
-906,1219,1125
844,375,-1895
3035,-1199,-727
-457,-4867,512
535,-1285,641
3117,1082,-395
2156,1855,289
5582,4215,1836
3113,355,-961
2258,187,-1074
227,1289,-113
1461,-1484,-148
1719,1258,-137
4398,-992,145
461,1078,270
3727,383,-2059
137,1781,-2516
832,-3445,1277
3340,-973,-2367
4207,3898,-887
2656,-363,1082
383,31,1051
7500,2039,-2840
1965,2090,117
-2605,516,574
953,227,1059
2680,1660,-1203
3301,1555,2664
1457,102,1750
-984,-246,1914
730,1586,-164
1266,637,1344
5250,-703,1551
20,-125,-3301
2723,1348,-2031
2414,-3176,-2359
-441,1012,668
1687,4063,-2641
2586,137,-762
4660,-2605,-1035
312,-277,-984
4031,848,63
2801,-1480,-3387
-117,-78,461
813,2492,-570
1117,-703,-344
3117,-207,-590
-992,1000,-1156
465,1078,160
-891,-262,2168
-12,-1344,184
1398,242,-1383
1367,-137,-1523
3418,-469,-1844
4148,1855,-309
5801,1887,1453
1539,-1145,1637
1461,-406,-262
-953,445,-3621
-1777,1473,-1371
625,-1203,141
-8000,1711,695
3535,387,-2273
2797,-1422,-191
844,-570,-2137
688,-246,-1957
-1465,-852,2645
-254,1500,-434
7039,7027,-676
2199,-1980,70
-1480,1043,1781
328,707,-500
5215,-1793,98
-1449,1703,-379
320,-703,-465
-1176,2750,-1277
1004,-1477,305
1984,1910,988
1895,-2914,258
918,-777,-961
3129,-3859,1359
1426,-1949,-785
277,3555,4
648,582,160
2562,-156,141
4973,621,-1156
2902,1555,35
3027,1133,777
2469,-457,-336
3293,289,-355
699,-934,-969
-2547,-551,1816
5492,-137,-199
2051,1152,-121
160,359,1305
2539,410,-250
1891,2543,-852
2352,-1488,-738
113,281,520
3582,219,-1750
1355,2168,-363
3387,813,324
-613,-930,742
2254,270,-2844
-2715,-1031,602
875,117,598
2926,227,-867
379,1977,-395
2934,473,-1617
-547,117,1211
-570,-35,-867
-2754,-2859,160
1316,-883,-16
4234,2211,-1078
-1812,-664,-2133
609,-137,398
-1922,-1590,789
2512,70,1418
309,-988,598
1758,1398,1242
5652,1715,-2340
-1105,-598,-1219
-246,-1766,1266
3328,-2969,-94
3250,5293,-973
1199,1273,164
-348,1859,1543
-441,797,207
2102,-2473,777
531,-1625,1816
-1074,-1777,-332
3367,1262,770
3363,-2250,-738
227,1289,1805
7078,1531,-2160
-3602,1559,-805
1469,-777,945
789,-1441,-1332
-4008,1613,109
3934,-1148,-1203
1109,1461,754
-176,488,191
-3727,645,-1496
2371,-2551,1047
492,-1254,43
1328,699,-391
-676,348,-1363
137,895,1426
4152,281,-316
-1160,-797,-1598
-270,-816,2621
-137,-1762,129
3113,3965,-1027
3078,254,187
359,969,1395
3355,-824,-1711
-480,1711,-1184
-1344,-1512,2156
-711,-1777,-2035
2184,3285,-629
2047,2105,63
-234,254,1883
500,309,762
-2676,-414,-1352
-406,-6316,2133
3801,-35,-2922
3277,2598,-1910
-621,1293,-387
590,-852,1047
695,-348,-1043
-31,-3645,-1477
-1086,-254,1367
1094,-1855,438
-195,1727,789
102,145,840
1055,-516,1191
875,176,-961
-1484,-1031,-3539
-750,277,2195
-684,-152,199
309,1531,887
1777,-27,12
2586,-1320,250
1121,301,-789
-2414,-605,441
1762,520,-773
-1402,973,715
1359,3707,-2055
2793,734,207
-1129,371,1937
2195,-270,-1621
-1254,-3906,-2742
3285,-3613,-3254
-1746,-2207,980
-461,2961,191
402,-172,-254
2270,523,164
418,285,-1457
2402,-1754,-848
-699,813,2707
-449,-566,-242
2453,773,1309
637,-160,336
-1594,-574,1484
480,844,-1512
-1121,-1941,-1699
-492,-762,391
3582,-406,-602
637,-238,-840
797,1566,1922
2301,254,-1547
2770,-1711,-984
1836,859,-1250
844,-1023,-297
2262,-254,-2219
-348,-523,-1320
-2004,-2578,3047
1187,-1230,-1195
1426,3137,-383
1641,523,547
-867,1633,1395
-805,-664,-133
-2004,-2617,-2312
3129,-512,86
-387,-504,2535
1926,3953,-2699
2402,656,441
-1441,559,2809
1262,-465,-2008
-4941,-3895,1270
3535,-582,-1680
-266,863,559
1949,2852,-1301
633,1516,1504
-1359,1715,1164
-23,-809,-273
-914,-2820,-539
-938,438,1102
902,-1395,-1426
1844,2035,691
3551,1398,-39
5832,-582,-1820
875,211,-633
-3824,-352,-1156
63,-484,1750
234,-711,55
1793,2383,-227
777,555,-156
402,-570,-1133
-129,570,-688
7996,1422,1977
74,535,109
-1441,-1516,2457
941,3770,-1781
2035,1770,35
1625,1922,-1277
2535,-680,-1949
-1352,-2781,2227
3109,-3559,-2758
-727,-375,-938
1777,2840,1902
1547,180,-238
3816,-2707,-2543
-168,301,-723
2551,3125,-1957
-2258,20,1184
293,-414,-758
2016,3191,1656
2078,1742,-273
5641,43,-1926
3047,-445,-2109
-2145,-941,-926
1148,-746,1637
-301,-129,-109
4852,-2777,-2477
-590,1453,2422
1941,305,719
-598,-211,-1852
1406,1070,-1758
1488,-793,-461
2887,-66,-2520
-2094,-1062,-1133
-1250,-3270,1336
535,1270,-1754
-1211,5566,-1027
4457,578,1082
750,273,629
3410,-988,-2312
-531,1262,-1738
-1461,-2137,2668
-434,2008,-1996
281,3312,176
5535,-2695,-1609
-727,930,1219
2863,312,1137
1766,2723,-395
2301,-1254,586
1043,-629,422
148,-1027,-2645
203,-1586,-1809
1469,418,-191
746,-1184,-2758
-234,-2004,-1531
-1316,-6375,3258
1437,-2270,63
816,4227,160
5160,1312,-2703
2137,1641,332
1199,-766,-1871
1922,1340,-457
336,-191,320
355,-938,711
305,-855,-449
-922,680,-973
5492,2035,2203
-86,332,-1219
2352,1094,98
3137,-227,-461
2156,90,-922
1051,508,-426
-1527,-148,-12
-59,-1453,324
141,-51,1246
2703,-1297,-465
1180,-6582,625
-211,145,711
113,371,-719
2359,2926,1219
-1410,-1680,645
3520,395,-641
2430,1496,359
1598,117,891
2133,-129,-2723
496,-516,-469
688,1293,223
-1266,-1977,1551
4676,4,-2281
2828,488,711
2324,250,223
1840,1422,301
-1738,1117,-574
1684,797,258
148,-7379,199
2645,941,1062
-922,1246,-141
3594,2434,645
4594,2230,1684
2379,-855,-203
86,1094,-2629
-379,-5301,1953
-2160,-27,-430
1273,2102,-809
3437,2219,-86
1449,355,664
-324,-1422,-1043
637,3156,2254
3078,-6730,1668
-1465,203,1262
273,289,-1098
1598,2625,1012
-1062,3367,1039
-1539,-1039,-1980
1805,2945,-480
-35,-7090,1656
-2043,-74,230
1277,2613,-520
2559,2887,273
4242,3398,-477
-2727,2625,-156
652,-902,-1449
-711,-8000,348
7633,145,1781
2574,3867,-1480
-113,1617,1066
6434,1555,-438
1691,-906,1172
-74,-297,-133
2012,-2121,-1082
-1090,-1168,797
414,762,-2328
641,1281,-145
2211,-402,305
2113,469,-270
2641,152,-219
1918,-2293,-879
-277,-1090,1062
-246,777,-852
-1434,871,-1207
1336,289,488
1211,5004,-2789
1512,344,1859
3711,-1840,-2215
410,-1211,-1988
1437,3133,523
-875,1461,426
2020,-578,-1547
508,-125,-312
-1910,1898,-477
-1473,-578,254
199,1055,477
2141,2727,-1566
-633,1641,309
1551,-980,-336
2437,-789,-961
-4113,582,-633
-660,-297,1180
-590,98,-1367
1727,1770,-531
105,465,617
2477,227,-20
1793,-35,-1090
2570,586,-98
-2656,-578,1617
-570,-1391,-2297
3277,969,168
2750,-328,1480
1578,-746,629
3883,684,-1059
-113,-1418,1328
-262,-1383,906
-941,-621,-2168
234,-789,-1156
2648,-3668,2621
-1719,977,-39
867,2395,367
-543,1781,1672
-539,-1609,297
4691,1281,-1926
187,-691,-648
-563,-7207,-969
3426,543,309
1246,2773,-832
2648,1031,973
-547,-980,871
-1023,332,-1969
94,1441,1770
1793,-3531,297
-609,-820,-164
1965,2473,-1008
3605,770,-332
3324,652,-1285
1512,-109,-1340
1016,-1590,2117
2227,-6008,-1762
-453,-4242,1027
8,-1195,-1527
-715,953,602
1695,430,203
4500,1203,496
-6477,1570,723
3898,-3445,-1402
-1809,1289,2418
-23,1945,-1148
-1973,551,1230
1676,-1211,766
1086,-301,-750
6563,-277,-1133
1496,996,1527
-836,371,98
1184,3758,-2434
934,223,1031
-730,1340,2555
-148,-309,414
-3492,1266,2988
3840,-5523,-977
-918,988,1863
5195,3566,-2711
3652,102,-504
508,1559,1004
1082,-219,-1738
992,2633,816
-3324,-637,1859
-770,-2289,-344
4047,3363,-371
3047,1215,-94
1371,1672,1398
1316,563,-1266
-1855,2004,-902
1957,-5730,2395
-2461,344,-1762
4410,1996,-20
2285,668,-187
-1652,1176,2020
883,648,-1539
133,438,-1262
-2020,-641,1004
-78,-1937,-160
2578,1172,-609
2582,676,-398
-195,965,2559
371,160,1445
-148,-797,-1195
-1902,-7250,816
980,-2945,-1008
3469,1426,-859
2633,543,-859
-1687,652,1445
-441,-645,824
414,-2645,-707
875,-6121,-1133
-6555,2957,406
2965,3070,-813
2387,117,316
-1035,840,1633
1660,-582,82
1059,285,-1719
2727,-5207,1715
-8,-1242,-871
613,2098,-1129
2953,820,555
2996,934,344
6180,-23,-2031
-191,-31,-1344
3477,-4961,801
-680,-51,-734
-1980,4438,-1031
-94,-1066,1316
3934,578,-2207
-297,121,-629
-1191,152,223
1109,-2926,-312
-1672,-293,-230
875,1496,-355
2012,-418,1203
2012,-16,-988
-660,957,-176
-1211,117,-254
-500,-2676,1105
2891,1117,-2750
1930,-1016,-1309
-1062,527,113
535,-1781,465
141,1008,-840
3059,2625,1844
-461,-1895,273
-906,785,-270
820,-965,-242
59,-1812,289
-1805,-434,-1355
1793,461,-766
4484,2707,1012
5266,1953,-848
-1348,129,-605
3738,-1047,-1621
-715,-7313,-1645
5422,535,-156
2828,3961,-820
3129,1566,367
195,-258,594
-1652,344,250
-113,1480,1352
-1039,-7039,-590
1848,-758,-3500
945,2234,-246
1582,1187,-301
2898,410,-754
-1227,2062,-922
6500,-2906,2223
758,-1055,-16
2824,-563,-1070
3410,1875,875
227,594,965
1996,102,86
-1062,39,305
-473,1391,-2328
-1918,-426,1254
-750,-801,516
1734,-1496,-1250
133,1215,3023
2379,129,-410
746,-4164,-723
770,1668,1863
-566,574,1520
-531,-957,844
1234,-445,1039
1789,-609,-35
1961,4,-59
1234,332,-2270
3184,703,2293
633,-891,-695
-461,-1117,-691
-422,-1168,-617
-1555,535,2574
902,-895,324
4895,-2430,844
-2488,234,23
1180,-1074,258
4148,-688,-3047
1887,238,-1305
797,-320,1207
2109,-656,-426
3848,-473,227
3824,-4676,-3562
-20,-1145,1164
1477,1867,-977
473,-1359,-1359
211,2012,-281
816,-563,520
-2969,16,-1859
578,-1066,1961
340,-1207,426
5930,676,-1352
-1598,184,-1172
1543,-129,781
1664,-1098,1047
-1352,516,-2266
47,1961,1074
98,-680,398
-1027,996,285
3168,2871,-961
1855,434,-250
3480,-117,-977
5422,-918,1293
1426,-1551,-844
-1738,20,-12
1391,-906,-1945
1461,1687,-430
-184,281,1156
3137,230,-664
-684,-121,-1512
434,1723,-1156
5406,3312,1102
488,160,-863
2105,1047,141
2629,1055,-320
2332,-1020,-1051
1141,-2980,-730
-1137,-668,-74
281,227,551
5004,1492,-2258
1383,2492,-156
520,230,895
117,-1312,-1645
938,-902,-1227
309,1246,-98
-910,-2129,668
6219,867,-1480
645,-965,-1473
-1195,-2051,1824
902,-1117,-1008
2977,0,141
3352,1211,1684
-426,1082,934
840,922,1152
1277,1012,129
2254,-234,156
3512,1480,379
-629,-23,-445
2590,-1133,-2227
-74,-2594,-266
6418,-59,-766
648,-113,-941
-1195,-7012,301
-1094,176,59
3258,773,-512
1367,2637,1246
-586,4133,445
6652,-66,-254
-266,-2074,1090
-74,-7012,1816
480,59,-219
1191,2828,-977
3453,1844,813
258,1582,1141
5215,746,-2707
3711,867,3102
168,367,1023
1492,688,39
3336,-1695,234
445,1027,988
1207,-609,1668
-1496,-969,1328
922,1824,90
3008,473,109
1824,1086,1129
1941,-891,-1227
3582,1656,398
-207,-2812,2027
2348,117,-1156
797,1211,-1277
1281,129,-578
1090,438,945
992,441,-660
3371,-836,-1836
2758,-1051,1531
672,-730,215
-2027,1176,-2164
855,-2340,559
3598,-1586,289
6758,449,-312
-164,441,-2766
-477,-480,1871
1645,-1305,164
-1598,672,-1012
2945,1645,113
2672,-1355,117
3926,281,-1461
-3746,379,-3695
66,-1656,1703
996,-621,1297
-3254,-160,-957
1406,-168,-852
-1078,1512,1742
133,-125,-383
1832,2449,1090
938,367,1000
1902,-629,961
2676,-1777,-602
4426,1336,-930
1840,-957,-266
3477,-203,-2992
-1051,1461,-1594
738,-51,2020
-652,-1402,301
-4410,3004,-1035
1496,-816,770
430,1176,1289
-2672,-203,-2469
-148,2570,-828
4000,-6711,1508
4496,-844,-1402
2383,1039,1168
4082,-1316,-1426
-695,1262,1793
2949,74,-1141
1305,1445,566
-1258,105,2719
-445,-1277,1160
-3719,1297,-184
1449,1359,133
1395,-187,262
-598,492,63
-1703,895,-2094
-2469,-1582,2332
133,1715,-398
1473,1602,-852
172,-168,-844
-910,1094,1551
883,156,301
1430,-922,-2742
-78,801,2617
789,-742,1504
-3242,-66,-1410
1277,-51,422
961,375,590
957,-887,-1707
1723,-1566,-1480
-1113,766,1742
-1297,-1020,1258
-5609,1793,-90
39,-973,-270
-355,2344,2437
-301,-422,-1945
-1305,629,164
4277,-3672,-2992
-941,-74,2297
1426,3898,-1746
2328,891,516
-1645,1020,2746
2215,-539,-1758
1617,-664,434
1027,-5117,-320
66,242,363
3824,578,-430
3949,-934,469
1895,1242,1312
7070,-203,-2160
-3102,-273,-1023
-305,-6355,824
3051,1262,-2148
1949,3687,324
5414,-1266,-766
-145,1164,1707
2648,367,1105
2645,-1996,-1727
-1098,-1410,3043
2117,-918,-47
758,1219,-1703
2465,387,-1070
789,1016,1906
-969,-977,1008
-2547,2199,-2984
-242,-2945,2316
1016,-941,94
3910,1195,863
2410,438,-883
2273,281,-434
4457,3879,-992
297,-1684,-1937
-1352,-766,1324
-887,-1777,137
5488,3516,-402
1172,-211,-289
-902,1297,1129
-488,-82,1945
887,3535,-1312
1422,-4855,187
3363,-1477,-695
1047,2785,-477
2270,-328,-363
1766,883,535
2246,-234,-1363
3602,3949,-1137
121,-3973,1664
688,707,-1215
926,953,-660
1230,-363,-695
-137,871,1289
1613,441,527
3430,-1812,-1707
-2094,-391,2309
1238,-1133,281
-2477,3121,-86
1344,-1172,914
457,559,773
1793,246,-2332
-141,-293,-2512
-2391,-1359,645
4320,-699,344
1363,1703,-1621
914,78,-86
3098,-1023,-250
813,-117,695
-2207,1543,-109
-1430,-3656,590
3809,-31,-1727
4996,1418,-1332
-1293,320,-566
2918,-785,-168
1832,-621,-1207
3273,-1531,1828
1734,-2898,-2805
-4941,1801,2520
4406,2594,-1801
1957,832,215
6934,906,3258
539,-641,-1457
-723,133,-1387
-2207,-3469,777
707,-887,629
1410,1445,-1160
1602,707,-47
-1352,934,2211
-688,152,-1895
3109,3020,2391
1387,-1027,2980
824,-609,418
-2441,-1773,1574
2211,1555,-1805
2785,219,-47
2945,-1969,-836
156,-2766,-1074
-2008,-3070,2801
1637,-1273,-824
1375,1840,-898
2152,1273,359
4,1020,1004
3719,-781,-1687
-2652,3367,-957
-883,-3062,1340
-1109,152,-2062
3645,2562,-938
1383,1133,-82
1062,1234,1219
-137,402,367
-2523,43,-1617
-1203,-2500,285
2270,-2812,-2023
262,2445,-742
2926,270,176
805,527,852
3285,-699,-1641
-1246,-1352,-1605
-949,-1863,2312
719,-1172,4
2645,-359,254
1125,-1051,39
1566,-234,1328
832,-180,-1453
-1238,2707,-1375
-1805,-1199,672
-1367,-98,-1480
391,3164,-1055
1547,1074,-633
2098,777,1441
1668,426,1914
-277,-609,-1820
-535,-5145,2324
-441,-2746,-496
1148,887,-1070
781,555,-883
422,-387,-793
2473,-148,-953
-4461,2934,-1520
1816,-488,1113
-7063,156,-3594
3570,2410,-430
2648,1656,984
2316,-934,-883
1445,-262,-1762
-2168,1000,1844
289,-3094,-531
-930,-703,-207
1152,1855,-551
2621,488,-4
1801,-527,-1824
375,-195,66
-277,1535,602
1062,-5766,-2410
-238,-191,-996
3652,2441,-180
1395,-2320,-191
1023,-336,187
1293,105,-379
3324,1113,844
-1262,-2539,1520
5730,1184,-531
305,1199,-547
3191,-2152,1566
1621,105,74
1078,-859,-707
-625,-82,-63
-488,27,637
1625,-51,-473
1977,270,8
1617,2562,-145
1059,1547,-86
602,-172,-941
-23,1344,-133
-723,-1367,777
2223,258,-453
234,-1469,-555
1324,-4340,74
-1473,-543,1574
-1629,1012,-418
926,2977,-145
7055,223,-78
-1387,-1105,-398
-3859,594,-258
-359,-5344,-2430
4590,828,-777
2105,3426,-949
191,723,867
1141,148,1746
-488,516,-625
297,863,-234
301,-8000,-3066
3527,-770,4
340,1320,-941
3637,1324,63
7996,-410,-2594
133,-867,-1383
664,-547,-438
2148,-2852,-1727
4984,51,-750
1641,3113,-1062
1910,762,1430
-539,-1133,1676
-660,492,-1629
-1898,1734,-3441
-2684,-1836,477
2434,-1160,-2629
141,379,-590
1473,781,480
3312,1285,-1086
1770,-609,-1352
-246,-70,3238
148,-2605,484
129,3031,-2328
3437,1023,-2027
695,-594,297
1621,746,70
-1391,2152,-2062
4035,109,-1898
-195,-3930,-402
-664,-375,-1230
680,926,-602
47,-586,793
1262,-324,-16
-1500,180,586
1109,414,340
996,-1594,152
2887,-465,-2652
-2844,94,-1309
-66,12,922
-266,-1770,94
5988,-1984,-613
2082,941,-102
164,2211,1301
4785,-828,-129
2273,2945,773
59,316,922
1145,430,180
4379,1312,-1301
2406,1242,1707
828,-1051,-211
-1059,-406,-441
1141,-1012,-328
1770,180,352
1605,328,-781
1316,-426,-1203
3379,906,3297
148,-27,1613
-1918,-1215,-863
1578,113,445
2762,-547,-332
2148,-1301,1777
47,805,-1020
-2352,-5004,-1164
-1828,-152,1203
3973,1262,1105
2641,1500,-297
2238,371,-1195
-39,-1059,-297
1559,746,-2152
2691,-3836,-2258
2113,-1625,535
6027,-832,1363
-953,-1098,-2457
1094,676,2148
2230,246,-402
-563,-984,1430
-1723,2781,3234
949,-441,1449
2684,1926,-516
2074,2293,1891
2660,289,-965
3785,-2566,-2191
543,1039,-414
1070,164,-3566
1180,-281,-1484
-402,-906,-914
4059,742,1008
-273,-734,-691
2016,98,770
1023,-1918,-363
227,1578,1371
-1066,695,1820
-8,-652,-707
1242,1895,754
2301,129,94
1324,-363,-1754
430,492,-867
-133,2543,2141
2137,-6117,-738
-957,-633,2527
3234,2652,-1797
898,2203,27
3191,137,1723
4359,270,1000
-2750,3066,-777
-711,-4508,2930
-270,-977,-434
926,3309,-2168
988,422,980
-1066,1203,1480
-297,457,2234
855,1539,586
-1367,1086,1414
2687,-1117,793
1742,-430,-1551
2293,230,-1539
1105,-316,-211
-215,-254,-2645
1270,223,-727
430,-4242,2238
2195,-836,-1187
160,1406,469
1855,-207,-82
-1023,938,859
773,578,1473
-2344,2480,-1207
-1348,-2855,1805
4688,-2703,-383
3707,2516,-184
2879,1547,-543
1262,1461,1145
-539,883,316
-3957,-512,-2559
-2773,-3445,1496
2266,-98,-2973
-637,1805,-688
2211,527,-1227
2012,965,1027
-1320,187,-191
1828,1090,1602
-82,1762,2340
996,-496,559
-3582,2891,1078
504,-867,-984
1535,-809,-336
2867,-109,1363
-2730,3645,-1344
-840,-3914,930
4352,199,-2844
4031,3539,-254
2031,-203,414
672,133,559
2637,-2582,-1164
-2020,1980,-457
-2191,-2035,434
1988,1492,-2121
-539,1695,-301
70,1668,23
863,625,945
426,645,-855
1793,-953,-2961
-426,805,1973
-352,-785,730
-2719,5816,-1082
-211,-242,59
-230,672,1488
3082,277,438
-1195,-137,-590
-63,414,2648
996,-1035,398
-1746,-1437,578
1656,164,-1066
312,289,551
4512,-2098,-2145
-2418,-273,-207
1203,-5879,2109
887,1398,-1590
3652,2285,-184
3656,-855,-1586
-602,988,1152
1445,-98,1281
-3008,234,-1727
973,-3820,1109
-2539,578,-1957
2367,5828,-906
1719,74,145
1180,-172,395
359,215,4
3734,-5020,-2297
-1020,2504,-480
-1023,-1953,1039
-855,1684,-2625
2969,238,-500
90,594,1148
2219,-238,-1328
-500,-1273,-1773
1316,-4957,2414
883,-1426,387
-2148,3719,535
1012,-63,1187
461,945,1109
859,102,-1145
1215,-758,-2910
-957,1344,1449
1617,-574,867
922,2285,-1016
2605,2555,1816
-1887,250,1906
2602,-1590,-1133
1207,1687,1109
-98,-23,160
1055,-281,1590
94,-375,-1027
-1520,-129,-3160
1031,-1047,1027
5703,-1078,1227
2898,3102,-1426
1695,-51,-1137
926,-258,-680
-4,3324,-2234
1137,-1867,2738
258,-1258,891
-2297,1555,-2859
1430,465,-848
1457,-215,285
3461,-484,977
1453,-3770,-863
2199,-4750,-3395
1090,-773,-352
1926,-707,984
2148,1891,-43
691,352,426
1785,-418,652
-1254,1113,-746
-527,-1336,1645
-3434,-934,441
3738,457,-8
3008,1664,-59
363,391,277
3355,-551,719
2875,-2254,-39
344,312,8
1863,-6250,-1227
-672,-766,-469
1387,2629,-63
754,12,1629
1543,-1395,-1250
3496,285,-391
-387,-379,-758
-66,-2219,684
-137,711,-250
1469,-1250,934
-2187,379,2816
-758,676,-1449
-477,418,238
1664,3617,1898
-1273,-2094,293
86,-2254,-566
3434,1629,-1781
-766,1242,125
-78,-1629,-391
891,828,-766
4516,309,789
4598,3359,652
4762,-426,324
477,-746,-1312
906,-1234,1848
1023,-1781,-305
1555,973,496
3066,-1008,-1465
2418,1535,-180
2395,-1527,-625
3258,-207,2062
-1500,-1137,1832
719,-801,-141
2445,1871,-594
3258,-90,223
1383,1687,1031
-563,-441,227
-4656,2797,1570
-2531,-5258,184
-1754,105,1223
1973,2809,-2125
-711,1117,-879
1645,1219,1141
1922,-898,-27
-785,328,1687
1164,-7277,359
5512,-1414,-648
2770,1387,-59
3074,1531,-977
-1109,1039,2051
-1734,535,-227
-6531,496,-2559
1629,-6566,-1996
-219,1133,1285
1531,3117,-805
2441,1480,203
-1184,1461,2098
441,-8,664
2133,-207,-156
-883,-4918,1570
-598,-1441,-813
4266,3488,-227
2922,902,176
1648,891,258
1004,-453,-1426
180,1234,-2637
926,-6895,1879
2492,-2086,-781
707,238,-1289
3773,1012,-984
-555,766,1984
941,430,1477
-1820,-293,-1801
-1801,-6391,2125
4949,-2426,-141
1500,1066,-648
1988,-629,258
-707,883,969
-1457,164,1105
-1258,262,-910
-59,-4387,1324
4516,-348,199
102,2773,-20
3180,0,-227
-820,766,973
-996,70,1480
723,3234,-301
-1387,-2832,2535
625,-1281,-508
4063,758,-1176
3031,-59,-316
2562,1812,1645
367,-500,223
4258,1168,2328
-2312,-570,1391
-402,-1227,1086
2852,2699,-316
1758,438,-379
1219,-234,988
984,-90,785
-2621,-582,-1520
-699,-2434,1898
742,828,-1937
4008,2023,422
1586,-609,816
1734,-1047,1449
1367,-512,-1879
-2641,1395,-352
-1926,-844,2215
2535,-289,-406
2555,1637,-86
3000,-1395,-47
2594,1910,2781
410,477,1035
-2105,1500,-859
-2402,1555,2734
-512,-1273,297
-1234,-1887,496
1480,-1309,-344
-1680,824,1621
137,-324,770
-2629,1531,453
-742,-434,746
-230,-1141,-613
4219,1793,430
-94,-1520,160
3922,176,2762
4051,-441,-242
1051,-711,-2062
-1102,-7715,1547
-949,-1203,1723
1523,3605,-1355
-512,-227,809
938,-199,-699
1961,305,-250
-3793,2480,-234
-785,-5723,-31
-1012,-695,-1145
484,1055,-164
312,113,-20
2266,-406,879
-320,-363,-1129
-559,-184,-152
-824,-1910,359
1473,504,-754
1344,473,-1648
-645,-1168,2293
-3355,1785,-703
1113,281,-1414
2109,3336,1941
-613,-1773,297
-523,379,145
-82,504,-1980
-348,-770,590
629,-359,-328
1316,1469,-785
1988,3027,527
3383,516,-234
-1855,-281,-711
-1828,1977,1387
563,-3270,-1910
-2367,-1551,-1418
2469,3187,-945
320,-312,898
2613,1090,-750
4664,-316,-1055
-500,-297,945
-1523,-2133,1797
582,254,-758
98,-39,-742
-1230,332,1641
156,78,-27
1672,344,-1098
3602,1707,-2004
-613,-1094,395
1387,-996,1227
477,-309,-1266
-1391,-676,1301
1137,-4418,-1352
-758,1242,508
1219,2336,1477
-355,-809,281
1672,39,1270
434,-637,-1789
-1496,-1211,2750
-1840,-1168,105
-31,1516,-438
1516,2332,352
-273,1551,-211
414,-1531,-1504
1551,1465,1090
1094,-2281,2719
-840,-570,-992
1590,3211,-672
82,3340,1437
3520,2621,-680
906,-445,-2215
6723,2301,-1625
2453,-3062,918
-82,-434,-227
461,1230,277
656,559,809
1809,223,160
3238,-395,-1250
551,-742,-566
1480,-2742,1863
1582,301,-51
3238,2309,-1355
4852,387,-258
-191,1875,789
-1664,215,-340
-3715,430,1133
2988,-4367,418
176,-1258,715
3281,1078,27
1652,-137,-141
-582,742,668
2559,297,617
-1875,316,234
1496,1156,2488
3484,695,-1105
-1492,2137,-1859
-234,379,109
2574,-1023,715
-652,-738,-762
-2375,297,1648
305,-727,-207
2895,-2645,469
492,3461,-1137
1852,461,-1348
2594,-1480,-90
512,1594,109
4316,-629,-2496
324,2098,406
441,-1031,-1371
1355,-2387,-2461
1437,3246,2297
-676,-410,1098
-78,-20,-1875
-1523,191,-2336
-1344,-3199,965
129,-2059,-914
141,4496,-254
1352,703,-250
219,1445,1516
668,430,426
4770,-1637,-3242
-941,828,2125
-438,-547,1145
266,-891,-4
543,-848,320
1332,1133,1207
2453,-141,-2242
2227,-1332,-1969
-2781,1805,-129
891,-594,363
-2574,2230,-980
934,-1129,-1105
-391,1215,2586
215,-55,2145
1316,4492,547
-2105,-316,2281
156,-984,-348
1633,2566,-500
3102,-672,-2113
109,789,1617
2867,-949,793
-2672,8,-891
-3387,-1602,-168
-453,2863,-1711
121,3316,-426
2387,988,410
367,285,1477
2891,266,-2531
148,-785,-2219
-2965,-1184,543
-457,-1641,359
5008,3785,-324
2289,613,-609
1414,-227,1375
316,1223,23
871,1035,-1988
-1613,1668,39
477,-594,832
2762,-2344,1184
-637,3664,1172
1395,-535,1156
406,-125,-680
2312,-285,738
1051,-168,676
3055,-156,-1676
1516,-3645,-613
2441,3098,3312
-1359,-648,1207
-3016,-582,-2953
3820,-2238,-2219
35,246,2402
1996,-469,1453
43,-3895,488
1703,730,1844
-324,-297,1934
-668,-1602,1187
1156,-1922,-1223
-1332,1496,1102
1980,-680,-547
1953,2133,977
-1879,1285,1395
2555,-1066,1441
-875,-668,94
5594,-1410,-1074
-1062,227,2570
1129,63,570
-27,1051,1098
723,2336,-1164
379,-348,297
-500,-55,2742
3035,3520,-1437
1320,180,-461
-805,-1473,51
-250,-664,-348
3199,-3805,-4949
-1805,363,1121
-246,-1125,-1730
1965,-2820,-988
-1332,707,910
-1465,-1102,613
250,2758,-199
3832,1629,1016
-980,-1156,918
4227,2859,535
5371,2703,770
2746,2277,1449
426,-617,-324
-1023,-453,-152
-3090,-1637,340
-2031,-1465,1918
-773,973,1898
504,2328,-109
2840,1711,301
2051,-465,-2258
2164,941,-934
754,945,-488
703,-7246,-1480
-695,-1687,750
1336,711,-344
2395,-1223,1707
965,-926,516
-1387,-187,-2539
-1223,-711,-121
-223,-1977,406
2305,-102,-2367
2687,-977,523
2258,-5238,2215
488,-1672,699
-633,969,-711
285,2270,1926
-1992,1301,441
2242,2586,-383
2180,1332,770
1605,258,-86
2984,402,-16
1793,31,-621
-391,-109,-8
-645,-1699,867
1070,273,887
1324,86,-2051
-1043,-406,137
613,-2035,31
1555,1309,82
