x,y,z
1000,-31,-133
988,-16,-121
1023,0,-109
961,74,-141
1023,4,-105
980,23,-148
1000,20,-121
973,51,-109
996,4,-117
1000,-82,-113
980,43,-129
1047,20,-90
969,55,-133
1016,59,-117
938,-43,-121
984,-12,-117
1008,39,-121
957,-59,-141
980,-16,-121
1012,59,-113
949,-51,-137
977,-12,-121
1031,51,-137
1008,-16,-141
980,-20,-121
988,12,-105
961,86,-137
1016,16,-94
988,-4,-145
1000,43,-117
1004,-78,-94
973,16,-129
1031,-20,-129
1008,-70,-113
980,12,-129
1020,0,-117
965,35,-133
996,16,-121
1023,-55,-121
977,12,-148
1000,59,-109
965,94,-113
1031,-4,-105
1012,-66,-148
953,47,-137
1020,43,-117
934,47,-113
1023,66,-117
1004,-8,-137
973,86,-117
1008,-59,-98
984,-20,-137
992,-8,-121
965,70,-141
992,-4,-141
1027,-39,-117
1035,82,-105
980,0,-125
1047,-16,-121
1008,-47,-102
992,16,-133
1031,43,-129
973,35,-141
1000,-4,-125
1008,63,-102
961,23,-109
1023,51,-109
973,66,-145
969,-20,-105
1000,-63,-129
961,66,-129
1039,47,-129
973,51,-117
1027,74,-109
961,-23,-117
996,-16,-129
1016,43,-117
1008,-35,-125
969,-23,-105
1031,12,-105
1008,-35,-148
992,8,-133
1008,-51,-90
957,-12,-133
980,-27,-121
1023,59,-105
953,-27,-109
973,-8,-129
1051,-4,-113
992,-4,-98
930,43,-105
1020,78,-105
977,43,-133
1031,74,-90
961,43,-125
996,27,-125
957,-70,-121
984,-20,-117
984,8,-129
957,74,-117
1023,35,-121
996,-55,-125
965,74,-129
984,-12,-74
1020,-43,-137
988,70,-137
1016,4,-102
961,94,-113
1047,4,-109
949,-27,-145
992,4,-129
1012,-63,-90
957,47,-133
1027,70,-102
980,27,-137
984,-4,-125
1012,-78,-102
980,55,-152
996,4,-133
969,47,-98
996,16,-125
1012,-63,-125
957,78,-125
1023,8,-117
953,66,-117
1023,51,-121
969,-4,-125
984,-16,-117
1016,23,-102
969,-55,-145
988,-12,-121
1020,70,-121
941,-35,-129
996,0,-137
1016,-43,-94
992,70,-129
1035,82,-94
980,0,-125
984,0,-129
961,35,-86
1000,0,-141
1012,-66,-121
969,8,-121
1023,27,-117
961,78,-121
1020,51,-137
969,-47,-117
973,-16,-109
1016,35,-121
957,-70,-125
969,-16,-113
1012,-12,-102
1008,-63,-86
945,47,-117
1004,39,-121
949,63,-133
1023,66,-121
984,-16,-133
965,-12,-90
1031,70,-113
1004,-12,-141
984,78,-117
996,-39,-90
992,-23,-141
980,-27,-105
973,70,-113
992,-8,-141
996,16,-129
1008,-66,-90
984,0,-137
1027,-20,-129
1000,-70,-102
1012,16,-117
1031,59,-125
980,23,-148
988,0,-133
996,-47,-98
973,20,-113
1027,31,-78
965,47,-109
1020,35,-125
1031,20,-141
1023,51,-125
969,-20,-113
988,-31,-125
1027,55,-109
984,-43,-129
973,-20,-125
1051,-8,-113
1004,-20,-90
945,51,-113
1023,63,-109
988,-23,-129
969,-12,-113
1035,70,-113
961,-16,-148
980,-20,-121
1016,39,-105
957,-20,-145
977,-23,-113
992,27,-109
961,-12,-145
996,8,-125
1008,-59,-86
957,51,-141
1027,66,-102
977,43,-129
996,-27,-102
1020,-90,-121
961,12,-133
996,4,-129
965,59,-121
1008,27,-129
984,-74,-117
1016,78,-121
1031,-4,-94
996,-55,-113
973,-4,-129
1008,20,-133
1016,-63,-121
965,-8,-121
1004,12,-117
1008,-74,-133
953,-8,-105
1008,27,-133
1012,-59,-137
1008,-47,-102
1020,31,-121
1012,-51,-125
961,-12,-113
1000,39,-113
969,-43,-117
977,-8,-117
1020,23,-113
969,-63,-133
969,-4,-121
1008,59,-121
957,70,-141
984,-4,-109
1012,-12,-78
953,70,-137
1023,74,-102
980,-12,-125
984,20,-113
1035,-51,-113
984,0,-121
1023,-27,-125
1000,-55,-105
980,-8,-129
980,-8,-113
1051,4,-113
980,0,-141
1016,-4,-113
1000,-74,-105
977,8,-129
992,63,-117
969,43,-148
992,20,-121
1000,-82,-121
973,23,-121
1027,39,-94
965,82,-121
1008,4,-113
957,82,-137
1020,35,-113
988,-35,-133
992,-8,-129
1016,70,-117
973,-31,-129
1004,-12,-137
1027,66,-117
977,-8,-121
992,-23,-125
1023,55,-117
988,31,-133
1043,78,-129
980,23,-125
984,-8,-125
980,55,-90
969,16,-125
1035,51,-105
965,74,-129
1027,4,-129
965,63,-121
1004,51,-109
988,-47,-113
988,-4,-117
1004,39,-125
996,-35,-121
977,-23,-125
1000,43,-113
1016,-63,-129
996,-8,-145
996,16,-102
1008,-47,-121
992,-12,-121
1000,51,-113
1004,-43,-141
1023,-8,-121
1008,43,-121
934,-20,-125
984,-20,-117
1004,55,-102
1020,39,-129
1035,78,-109
977,-4,-129
945,59,-129
1027,-63,-109
1008,-23,-129
980,82,-117
1000,-59,-109
977,8,-133
961,8,-105
984,43,-113
1000,12,-133
961,0,-125
969,12,-125
1000,16,-105
961,-12,-113
1000,35,-129
969,-27,-121
977,-8,-117
1027,31,-125
969,-63,-133
953,-8,-109
996,55,-137
957,-51,-141
977,16,-121
1027,-20,-90
961,82,-133
996,70,-113
996,-16,-137
1008,59,-141
1023,-59,-90
988,0,-137
996,-16,-129
992,-66,-86
1000,23,-137
1035,-16,-137
988,-47,-86
1004,4,-141
1039,-12,-137
969,-8,-113
996,-4,-148
988,-12,-133
1023,78,-113
1000,4,-145
988,8,-105
969,39,-129
1008,20,-129
1016,-86,-121
953,8,-113
1023,43,-109
969,70,-137
1012,16,-117
957,82,-121
1027,43,-121
992,-39,-125
965,-12,-121
1047,4,-113
992,-31,-133
984,-8,-133
1020,63,-117
973,-20,-113
1004,-12,-121
1031,70,-113
957,-8,-102
996,-16,-129
1023,59,-117
1012,8,-125
1039,78,-137
992,20,-133
977,8,-125
1016,-70,-113
1012,-35,-113
977,-12,-125
1008,-74,-102
977,31,-137
980,4,-125
992,12,-148
1012,31,-133
969,-35,-102
969,82,-133
1023,0,-113
965,47,-109
1027,66,-121
1012,-31,-137
973,-16,-113
1023,47,-125
961,-43,-129
969,-23,-117
1016,31,-117
945,-27,-137
949,4,-102
1027,-43,-105
961,-27,-133
988,8,-129
1031,-51,-105
945,43,-121
1020,70,-109
1004,20,-148
980,-4,-113
1004,-78,-109
980,35,-129
977,8,-121
965,63,-98
1043,-43,-117
1023,39,-90
953,47,-133
1027,16,-90
961,86,-125
984,12,-105
953,-43,-145
969,16,-117
1023,-27,-82
957,-43,-133
984,-43,-102
1023,63,-117
965,47,-129
1023,74,-98
988,8,-133
988,27,-137
977,-74,-90
973,63,-125
1051,66,-94
961,43,-125
1031,35,-137
980,59,-152
1000,-23,-121
1004,43,-82
984,-8,-125
988,43,-121
949,-51,-125
973,35,-117
1031,-16,-82
965,-51,-133
973,-4,-117
1012,43,-121
973,70,-117
1020,70,-109
965,-16,-98
980,51,-125
1020,-63,-117
996,-4,-125
977,74,-125
1008,-51,-94
1004,-27,-133
1008,-12,-137
996,23,-102
1000,-20,-137
977,-20,-125
977,51,-109
1000,0,-141
1027,12,-133
973,43,-121
1000,4,-137
1020,-82,-109
945,31,-117
1047,-16,-105
1020,-90,-117
922,31,-86
1008,12,-90
965,63,-137
1008,8,-117
977,82,-121
1016,47,-113
1004,-55,-125
992,0,-148
992,12,-113
949,86,-109
1031,63,-113
957,16,-113
1023,51,-82
1008,-12,-125
1000,43,-121
988,-47,-82
988,31,-141
984,-8,-125
1004,31,-117
969,16,-133
1027,8,-94
953,78,-129
988,12,-129
988,63,-129
1031,63,-98
1020,4,-133
1035,70,-125
949,4,-109
984,12,-141
977,-78,-113
988,43,-145
1062,31,-86
992,39,-121
1047,27,-121
969,74,-113
984,-23,-117
1020,-4,-74
965,78,-129
996,31,-113
980,-59,-109
1023,-51,-148
1016,35,-113
1000,-16,-121
965,16,-137
1004,-39,-78
1008,4,-129
1035,55,-129
953,-31,-117
980,98,-117
992,35,-129
1020,0,-117
1043,39,-94
988,39,-125
1039,12,-121
957,63,-133
973,39,-125
980,-66,-94
1000,55,-141
1066,23,-86
953,86,-117
1004,66,-129
957,94,-137
1012,-12,-117
1043,-23,-82
965,109,-129
1008,63,-113
1000,-43,-137
996,86,-148
1004,-55,-74
1000,31,-133
1039,31,-125
977,23,-82
965,-4,-137
1043,59,-90
922,23,-133
1012,51,-94
1004,113,-137
1000,16,-102
977,-109,-125
965,23,-121
1039,23,-94
984,105,-164
1016,-59,-105
988,-86,-133
980,86,-141
1008,-35,-125
1000,-70,-129
988,86,-145
1000,-31,-70
1004,-27,-133
957,31,-102
1039,-31,-74
992,-12,-109
953,16,-141
1031,-39,-86
969,51,-125
1023,12,-125
953,-12,-133
949,94,-125
988,51,-94
977,-8,-148
980,-4,-141
961,27,-102
938,98,-129
1047,35,-78
969,51,-129
1051,16,-133
938,63,-94
1016,43,-125
980,-78,-117
957,16,-105
1039,-16,-78
977,-23,-105
938,27,-137
1039,-27,-86
980,16,-105
1012,23,-113
953,-55,-133
949,94,-117
1020,35,-105
1031,-4,-148
957,8,-133
992,-51,-82
934,113,-137
1039,43,-82
969,78,-125
1047,8,-133
938,39,-86
1008,35,-137
1004,-94,-109
1000,66,-129
1043,8,-74
977,121,-129
1020,51,-102
941,-66,-141
1020,-86,-125
1004,23,-105
945,109,-129
1027,43,-117
980,0,-109
996,-35,-129
1023,-66,-109
969,27,-125
965,0,-113
965,-12,-82
977,35,-121
1055,51,-90
930,12,-125
1020,43,-86
953,43,-145
984,8,-125
973,-70,-102
1000,43,-133
1035,20,-66
953,94,-148
1008,20,-117
945,105,-129
1031,4,-94
996,-12,-129
969,-4,-121
980,55,-137
984,-47,-133
984,-20,-133
1035,51,-98
949,-43,-117
1000,-47,-121
1051,59,-102
914,-20,-113
984,23,-129
1027,-70,-94
953,4,-129
1047,23,-94
988,47,-117
1000,20,-121
984,-78,-148
992,23,-109
1043,55,-70
957,51,-148
1020,-8,-121
1012,-59,-105
973,35,-148
1023,4,-113
965,102,-152
1023,27,-105
941,-70,-117
973,12,-133
1043,-35,-86
918,-39,-105
988,23,-121
1047,-35,-90
969,-35,-133
988,-4,-145
1008,20,-102
973,20,-125
1039,51,-102
980,12,-145
1012,4,-133
961,-8,-105
941,43,-113
1055,51,-94
977,31,-148
1020,39,-137
973,74,-141
1027,16,-117
949,-74,-105
977,47,-125
1047,12,-82
926,105,-105
1016,78,-117
953,98,-141
1031,4,-105
1000,16,-133
1051,-12,-117
1031,-70,-94
1004,-8,-164
965,-4,-133
1066,55,-109
965,-51,-152
1000,51,-117
1020,-78,-98
977,-20,-121
980,4,-133
1012,-70,-94
980,20,-129
1043,39,-82
996,78,-133
980,16,-113
938,-90,-125
1023,-74,-121
984,-4,-105
977,-94,-90
977,82,-113
992,16,-129
973,63,-129
1008,47,-121
977,-27,-109
941,70,-137
1023,-27,-82
1004,-16,-125
953,59,-137
988,-27,-47
1012,-39,-102
977,43,-137
1016,-8,-94
996,-59,-125
961,20,-133
1039,35,-105
961,94,-148
992,-4,-133
1000,-86,-148
949,98,-141
1012,8,-90
949,90,-137
1039,12,-90
1004,0,-125
1043,0,-137
984,12,-109
992,0,-121
1000,-47,-98
934,16,-137
1004,-20,-47
1020,-12,-137
941,70,-137
1043,-4,-86
980,-70,-102
953,47,-137
1000,27,-129
957,63,-141
1000,16,-125
949,113,-117
1051,8,-109
1004,-20,-105
973,90,-137
1004,-63,-78
1016,-27,-121
977,12,-145
953,-8,-109
1000,-4,-129
988,-4,-109
1039,82,-117
1004,-8,-164
957,4,-156
1039,-55,-86
973,-59,-148
996,47,-121
1023,-66,-90
961,-31,-125
980,-12,-141
1043,51,-105
992,23,-129
1047,39,-137
988,63,-121
980,12,-113
961,-86,-121
1016,-47,-133
984,-4,-117
984,-94,-90
980,70,-125
992,8,-133
961,-55,-129
945,51,-117
1031,4,-94
945,51,-145
1027,-8,-125
1004,-35,-121
961,51,-141
992,-27,-59
1008,-51,-105
965,47,-141
1008,-12,-86
984,-63,-113
965,27,-129
1016,66,-121
953,74,-141
1012,0,-113
969,113,-137
1062,27,-94
996,-27,-105
980,90,-141
973,-59,-102
1012,-4,-129
1008,98,-145
988,-4,-105
1016,35,-125
1055,-4,-133
1016,-86,-98
1000,39,-191
1020,-12,-113
1008,-90,-94
965,-31,-152
1016,59,-121
1020,-90,-98
949,16,-141
1023,55,-145
977,35,-148
1035,31,-121
980,-78,-105
977,43,-129
1043,27,-74
949,94,-121
1004,70,-121
961,102,-129
1004,20,-90
1004,4,-133
961,-4,-109
1043,-43,-98
996,-27,-148
969,-12,-133
1035,55,-98
965,-43,-129
1004,-39,-129
1055,63,-98
957,-31,-113
988,20,-137
1023,-63,-98
973,0,-125
1055,35,-141
996,59,-117
1008,27,-125
1012,-78,-152
984,20,-102
1047,47,-70
961,55,-156
1008,47,-117
957,82,-141
1043,-20,-113
1012,-4,-70
961,86,-141
1027,35,-105
973,-47,-109
977,27,-125
1039,-47,-86
957,-47,-105
988,35,-125
1039,-51,-86
961,-43,-141
984,0,-141
996,-51,-74
1000,27,-148
1039,51,-125
984,20,-129
996,-12,-129
988,-82,-90
957,74,-121
980,4,-125
945,-74,-90
969,51,-129
1059,47,-94
934,66,-133
1047,4,-133
973,102,-133
1020,55,-109
992,-59,-152
1012,-47,-133
1016,35,-113
973,-90,-137
977,23,-125
1043,-27,-86
949,-39,-148
957,16,-121
1047,-31,-90
969,-66,-125
973,12,-129
984,-31,-82
930,-78,-117
1000,27,-121
977,16,-117
969,117,-125
980,-66,-109
992,31,-117
984,8,-133
1023,-20,-133
934,59,-129
1008,16,-90
957,23,-148
1047,4,-121
1000,-20,-105
949,51,-129
977,-70,-66
977,86,-125
1020,31,-121
1012,-4,-125
984,16,-133
1020,-35,-82
934,-86,-129
1012,20,-141
984,-78,-121
961,117,-137
1051,27,-105
984,20,-109
973,0,-141
980,-47,-121
945,70,-109
1043,27,-105
945,-8,-137
980,0,-121
1000,-47,-105
945,12,-133
1008,-12,-47
1027,-16,-117
945,20,-133
1035,-8,-78
984,-70,-105
953,43,-137
1000,23,-121
953,59,-145
1000,8,-125
949,113,-117
1047,0,-121
977,-4,-98
980,82,-145
1016,-59,-82
1027,-12,-121
977,102,-148
977,-20,-94
1008,-12,-133
984,-8,-109
1020,82,-129
992,-16,-168
965,4,-137
1047,-63,-90
965,-43,-141
988,0,-113
1035,-66,-86
969,-31,-125
980,8,-145
1027,-66,-98
992,16,-125
1047,23,-133
992,59,-125
1000,31,-141
992,-78,-137
1004,-4,-113
1000,4,-125
957,-90,-113
969,63,-125
1059,20,-90
992,39,-152
1012,51,-109
957,98,-145
1020,39,-113
961,-55,-113
980,4,-133
1043,-47,-94
949,-35,-117
996,23,-121
1039,-51,-86
957,-20,-152
992,-8,-141
1039,31,-98
973,12,-145
1043,39,-137
980,31,-133
1012,-4,-137
984,-94,-94
957,39,-121
996,8,-137
941,-78,-102
969,35,-129
1051,43,-90
961,59,-129
1035,0,-121
984,102,-137
1016,51,-109
1000,-63,-141
1016,-70,-117
1004,31,-98
961,-82,-121
977,23,-133
1031,-35,-82
941,-39,-137
945,12,-121
1027,-39,-86
965,-70,-129
961,8,-125
988,-27,-90
926,98,-121
1027,12,-74
1023,-27,-121
984,113,-125
973,-63,-98
992,39,-125
996,8,-125
1020,-31,-141
949,70,-133
1012,12,-102
957,16,-137
1047,16,-125
992,-23,-98
949,55,-125
980,-78,-74
992,82,-125
1016,31,-125
1012,-12,-121
984,20,-133
1023,-27,-90
938,-102,-121
1008,31,-137
973,-70,-117
949,113,-133
1047,23,-109
984,31,-113
984,8,-137
984,16,-117
973,16,-125
992,-63,-121
934,-20,-145
977,-4,-133
1020,31,-90
938,-12,-141
1012,4,-94
1023,-8,-117
941,82,-137
1039,4,-86
992,90,-133
992,12,-109
984,-8,-129
969,39,-141
984,-39,-86
961,98,-117
1031,8,-113
992,-12,-113
965,74,-145
1020,-43,-82
1023,-43,-121
969,90,-141
1000,-23,-98
1004,-20,-133
973,4,-105
1055,-35,-94
1000,-16,-164
977,4,-133
1051,-43,-90
961,-70,-137
1008,-23,-94
1043,47,-113
969,-39,-113
980,-4,-137
1047,43,-105
980,-12,-121
996,-8,-137
1012,12,-86
941,-59,-129
1012,12,-133
973,-51,-125
957,-59,-145
988,-12,-133
1000,-27,-90
977,-43,-141
918,66,-102
1016,74,-98
945,86,-129
1008,8,-102
996,66,-133
1020,8,-133
945,47,-109
1023,23,-105
980,31,-121
938,51,-109
945,-51,-86
969,102,-117
1016,31,-113
992,20,-145
1043,51,-105
980,8,-129
1000,-8,-137
996,-78,-105
961,51,-109
980,12,-137
953,-63,-78
969,59,-121
1047,51,-82
945,51,-129
1047,8,-125
988,98,-133
1004,47,-121
988,-70,-148
1016,-59,-125
1000,20,-113
984,-98,-129
965,43,-125
1047,-4,-82
965,-47,-137
957,20,-121
1043,-16,-90
961,-66,-113
957,16,-125
1008,-16,-82
930,94,-109
1023,23,-90
1012,8,-129
961,0,-117
969,-43,-86
965,90,-129
1031,31,-94
969,-4,-137
992,12,-145
961,-70,-105
957,-27,-141
969,-12,-125
1031,-23,-109
980,-31,-148
930,78,-102
1004,70,-113
953,94,-145
1023,23,-98
1000,74,-137
977,0,-98
961,43,-125
1039,47,-129
957,-27,-133
953,90,-141
1043,-12,-82
996,-27,-105
965,70,-145
1008,-23,-102
1020,-59,-121
984,16,-152
1023,23,-102
965,105,-129
1035,27,-105
926,-66,-125
1004,16,-109
984,20,-129
1004,113,-125
965,-70,-98
992,39,-129
984,0,-129
1020,-27,-141
953,59,-129
1008,16,-90
945,39,-141
1051,12,-129
1000,-20,-90
953,51,-133
977,-78,-74
988,82,-125
1020,39,-117
1016,-12,-129
977,12,-141
1027,-35,-90
938,-94,-133
1012,27,-141
980,-51,-117
957,121,-141
1055,27,-105
992,31,-117
984,0,-141
988,12,-109
965,16,-117
996,-66,-109
938,-23,-129
977,-4,-137
1031,27,-86
934,-27,-137
1008,8,-105
992,20,-137
1023,94,-121
965,-63,-82
988,70,-125
992,16,-129
996,12,-141
1039,43,-125
992,-55,-125
969,86,-141
1051,-16,-121
961,31,-109
961,16,-133
961,-43,-78
977,90,-125
1039,43,-105
1000,12,-133
1051,51,-137
996,63,-129
973,12,-129
969,-82,-117
1020,-55,-121
977,-4,-109
992,-86,-94
984,63,-121
992,4,-137
965,-55,-125
945,63,-113
1039,16,-98
938,20,-137
1031,0,-117
984,82,-125
1027,35,-121
941,-55,-105
984,23,-121
1047,-20,-74
973,-39,-133
984,0,-141
1000,-39,-63
973,-23,-125
969,16,-148
980,-51,-94
953,117,-125
1047,20,-109
984,0,-109
969,4,-133
957,-59,-74
977,70,-133
1055,43,-94
961,16,-117
1059,39,-137
992,78,-121
984,20,-121
961,-90,-117
1031,-82,-117
984,4,-113
949,-98,-117
969,47,-129
1047,12,-90
957,66,-148
1027,-23,-117
973,-31,-129
949,55,-137
1020,-27,-125
996,-23,-121
953,63,-145
988,-23,-59
1031,-35,-121
973,70,-145
1004,-20,-82
988,-59,-117
957,20,-129
996,43,-129
965,82,-148
1000,12,-117
949,117,-125
1059,35,-98
996,-20,-94
984,98,-137
1000,-78,-86
1016,4,-121
992,12,-137
1016,-4,-109
973,82,-125
1043,27,-94
922,4,-137
1043,20,-98
992,31,-121
992,16,-113
957,-90,-117
965,23,-133
1035,-20,-78
977,-39,-133
945,23,-113
1020,-23,-105
949,90,-113
1020,23,-109
1000,0,-133
965,16,-129
945,-43,-55
977,82,-105
1051,51,-102
949,-4,-137
996,-8,-148
1012,23,-82
949,-55,-129
1000,16,-141
977,-66,-109
953,121,-141
1066,43,-94
1008,-27,-90
988,82,-125
980,-78,-82
1004,43,-121
1004,4,-133
1012,-4,-129
965,59,-133
1043,12,-90
930,35,-137
1023,-4,-90
988,-23,-94
938,55,-148
1047,0,-86
969,109,-117
1016,39,-121
1008,-23,-133
941,12,-121
1008,-31,-98
941,105,-129
1023,35,-98
1000,16,-129
969,8,-133
953,-51,-63
977,78,-102
1059,47,-94
957,8,-133
1047,27,-141
992,74,-113
1004,43,-125
1012,-82,-160
949,43,-109
1047,39,-70
961,63,-145
1008,55,-117
965,90,-133
1055,-4,-125
996,-4,-63
969,86,-148
1035,43,-109
984,-47,-117
965,23,-133
1031,-51,-90
969,-43,-133
980,-23,-129
1020,35,-102
969,-59,-129
980,8,-133
1004,-59,-82
1020,4,-137
1035,63,-98
965,35,-133
984,-4,-125
984,-90,-90
992,47,-133
980,8,-141
941,-70,-66
977,66,-105
1055,43,-82
969,39,-125
1051,12,-141
984,86,-117
1016,55,-121
992,-70,-156
953,8,-117
1047,8,-70
957,82,-133
996,63,-117
961,86,-137
1059,-4,-109
992,-31,-66
969,90,-160
1035,39,-102
973,-12,-117
977,20,-125
1027,-74,-86
984,-16,-133
980,20,-125
1031,-78,-86
984,-27,-141
980,4,-137
1000,-74,-90
1031,23,-141
1031,55,-90
965,66,-125
1000,0,-125
949,-105,-98
992,-8,-133
1000,8,-133
938,-74,-78
977,55,-105
1051,31,-74
977,59,-125
1039,-12,-133
984,-63,-82
949,-8,-133
1031,31,-133
996,-51,-133
973,66,-148
1043,8,-70
965,8,-102
1027,35,-121
984,-47,-129
969,4,-137
1031,-23,-94
977,0,-125
1035,43,-98
996,31,-125
961,0,-125
957,-70,-105
1027,-55,-121
969,4,-113
953,12,-94
996,4,-125
996,-82,-90
1039,43,-145
1031,35,-94
961,86,-133
1004,4,-121
953,-105,-105
992,-16,-129
1004,27,-129
930,-74,-98
973,35,-113
1059,12,-74
961,70,-117
1027,-39,-121
984,-47,-82
961,0,-137
1047,-23,-125
988,-43,-129
988,90,-152
1035,-27,-78
988,0,-105
1031,23,-133
961,-31,-74
984,86,-125
1043,31,-113
973,0,-125
1047,43,-90
1004,43,-125
969,8,-121
965,-90,-109
1027,-51,-129
969,0,-109
953,31,-105
1000,12,-121
996,-74,-102
1035,47,-148
1031,23,-121
953,90,-137
1020,12,-113
945,-105,-117
992,-31,-133
1020,31,-129
926,-66,-94
977,27,-121
1051,-8,-70
961,-43,-125
980,12,-145
1000,-27,-63
973,12,-129
1047,43,-125
992,-27,-137
996,105,-145
1027,-39,-86
984,-4,-109
973,8,-141
1027,-51,-82
1023,-35,-117
957,23,-152
1008,-31,-94
1004,-27,-121
973,0,-105
1051,-27,-98
996,-59,-141
988,-16,-141
1043,31,-117
953,-86,-129
1016,-43,-82
1039,39,-113
926,-55,-117
973,4,-137
1031,-35,-82
957,-27,-121
992,4,-141
1000,-47,-66
941,51,-121
1055,59,-109
988,12,-148
1004,8,-137
961,-8,-98
965,94,-125
1055,55,-98
953,16,-148
1016,55,-74
984,66,-141
1023,12,-113
949,-98,-105
961,55,-141
1059,27,-86
930,82,-109
1008,0,-117
953,102,-148
1016,16,-105
1008,-20,-125
977,-4,-109
1016,78,-133
1000,-47,-148
992,-8,-152
1051,43,-117
957,-70,-137
1012,-31,-90
1043,55,-117
922,-43,-109
980,0,-137
1027,-51,-86
969,-20,-121
988,-4,-145
996,20,-82
945,51,-125
1059,59,-113
977,27,-156
996,0,-129
965,20,-105
1004,47,-121
1031,-82,-105
949,31,-145
1012,35,-117
973,86,-145
1031,27,-113
949,-90,-105
965,31,-121
1047,-4,-78
926,-86,-105
980,4,-125
1066,0,-78
969,102,-137
1020,-55,-125
965,-20,-102
969,16,-125
1020,-59,-121
973,-8,-117
977,109,-141
1016,-66,-86
965,20,-105
969,12,-133
961,-16,-55
984,90,-109
1055,47,-98
977,4,-113
1051,35,-94
996,63,-125
1000,31,-121
977,-78,-148
961,27,-102
1047,43,-66
953,47,-141
1020,-12,-125
1020,-78,-109
957,39,-137
1008,12,-113
965,98,-145
1035,27,-105
938,-66,-109
969,23,-129
1043,-35,-82
922,-66,-113
977,8,-121
1039,-35,-78
980,-55,-133
965,0,-137
1012,-39,-82
1027,0,-145
1031,59,-109
969,16,-121
992,-4,-129
1000,-82,-90
965,31,-109
977,8,-129
957,4,-63
992,12,-137
1016,-86,-94
992,27,-129
1051,27,-90
992,86,-141
1004,39,-121
973,-74,-148
965,12,-109
1043,27,-70
961,74,-148
1004,-27,-117
1012,-66,-113
965,51,-148
1012,-8,-117
1020,-55,-133
969,23,-133
1023,-27,-82
988,-20,-105
945,27,-137
1012,-35,-63
980,23,-105
1027,35,-113
949,-47,-86
973,113,-117
1043,35,-113
1004,-8,-152
957,4,-129
965,-47,-98
938,117,-133
1043,23,-98
957,55,-117
980,4,-133
949,8,-66
996,16,-141
1008,-94,-105
1004,39,-121
1043,20,-90
988,94,-129
1012,43,-117
965,-63,-168
1000,-31,-109
1012,16,-113
961,-102,-117
965,59,-137
1062,-4,-82
984,55,-133
1012,63,-105
1004,-39,-133
969,43,-129
1020,-51,-82
1000,-12,-109
949,16,-129
992,-59,-63
988,12,-117
1043,23,-121
949,-20,-78
965,102,-117
1039,31,-105
984,-16,-145
965,8,-137
957,-51,-94
938,113,-141
1055,27,-94
953,59,-113
992,8,-133
941,35,-86
1000,27,-141
996,-94,-109
1016,63,-137
1043,8,-78
992,102,-141
1004,51,-117
945,-55,-164
1004,-51,-109
1004,23,-113
953,-94,-125
969,43,-129
1051,-20,-82
965,59,-137
1023,74,-102
992,-16,-133
973,66,-129
1000,-59,-70
1000,4,-113
961,12,-121
941,4,-51
996,27,-125
1031,-82,-94
977,-4,-141
988,-8,-145
1031,35,-90
977,-8,-137
973,16,-137
949,-63,-105
941,105,-145
1051,20,-90
965,43,-121
996,8,-129
941,47,-98
1008,35,-129
1000,-94,-121
1004,55,-137
1035,-12,-86
992,-35,-117
941,35,-141
1047,4,-109
957,74,-102
1020,35,-102
961,-82,-141
973,23,-129
1035,-39,-82
941,74,-145
1023,70,-94
988,12,-133
984,12,-117
961,0,-90
988,-39,-129
1059,66,-86
910,20,-113
1020,59,-125
969,43,-148
1008,0,-117
992,-78,-109
980,31,-125
1043,31,-94
996,90,-184
1000,-12,-129
980,-109,-125
961,66,-141
1000,-20,-113
1000,-70,-121
992,63,-141
1004,-23,-129
984,-82,-133
973,47,-125
1027,-27,-82
996,-16,-117
945,27,-133
1047,-20,-113
953,-16,-133
953,35,-148
1035,-20,-82
996,-27,-109
973,20,-141
1012,-23,-94
1016,-74,-121
984,16,-141
1020,23,-98
969,105,-121
988,31,-105
934,102,-125
1016,23,-63
1012,-35,-125
1004,0,-121
969,-70,-109
996,31,-129
1020,4,-137
1031,-23,-129
938,66,-117
996,4,-113
957,78,-148
1051,4,-90
996,-12,-94
1016,63,-125
977,-74,-109
996,90,-121
1051,31,-129
1012,23,-121
1027,43,-109
996,0,-117
949,20,-117
961,-12,-121
992,16,-121
1020,47,-86
961,-43,-141
977,8,-125
1020,-63,-94
984,59,-137
1027,63,-86
969,47,-141
992,0,-125
949,31,-94
1008,-55,-98
1062,51,-90
918,35,-121
1020,27,-125
949,74,-145
1035,-8,-98
996,-55,-94
973,90,-117
1020,63,-117
977,-70,-156
953,43,-148
1051,-8,-78
957,-105,-129
969,55,-137
1043,-12,-86
973,74,-117
1020,55,-117
1004,-47,-141
984,8,-113
1008,-59,-90
996,8,-121
949,16,-113
973,0,-102
977,-16,-129
1016,59,-82
984,-16,-137
992,8,-133
1008,-78,-90
1016,20,-137
1027,55,-82
957,70,-141
1000,0,-121
953,-109,-102
984,0,-133
1062,20,-90
938,59,-117
1008,-16,-121
996,-90,-121
977,70,-125
1035,-31,-94
996,-47,-90
957,20,-133
1051,-20,-74
988,-55,-133
992,31,-148
1047,-20,-82
980,12,-109
1039,23,-133
953,-31,-141
980,90,-129
1027,43,-102
973,16,-125
1047,47,-98
1000,63,-125
969,8,-121
945,55,-121
977,27,-129
1004,-117,-109
992,39,-145
1031,-12,-90
992,-74,-94
1039,55,-152
